,pclass,age,sibsp,parch,fare,boat_num,home_num,cabin_num,sex_n,embarked_n,child,survived
23,3,31.084204413472776,0,0,7.8792,1.0,0.4,0.5,1,2,0,1.0
24,3,25.0,0,0,7.65,0.4,0.4,0.5,0,0,0,0.0
25,3,6.0,0,1,12.475,0.9655172413793104,0.4,0.5,0,0,1,1.0
26,3,27.0,0,1,12.475,0.9655172413793104,0.4,0.5,1,0,0,1.0
27,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
28,3,31.084204413472776,1,0,24.15,1.0,0.4,0.5,1,2,0,1.0
29,3,31.084204413472776,1,0,24.15,0.4,0.4,0.5,0,2,0,0.0
30,3,31.084204413472776,0,0,8.4583,0.4,0.4,0.5,0,2,0,0.0
31,3,34.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
32,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,0,2,0,0.0
33,3,31.084204413472776,0,0,7.775,0.8571428571428571,0.4,0.5,0,0,0,1.0
34,3,31.084204413472776,1,1,15.2458,1.0,0.4,0.5,0,1,0,1.0
35,3,31.084204413472776,1,1,15.2458,1.0,0.4,0.5,0,1,0,1.0
36,3,31.084204413472776,0,2,15.2458,1.0,0.4,0.5,1,1,0,1.0
37,3,31.084204413472776,0,0,7.2292,0.4,0.4,0.5,1,1,0,1.0
38,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
39,3,31.084204413472776,0,0,7.7333,1.0,0.4,0.5,1,2,0,1.0
40,3,24.0,0,0,7.75,1.0,0.4,0.5,1,2,0,1.0
41,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
42,3,31.084204413472776,1,0,15.5,1.0,0.4,0.5,1,2,0,1.0
43,3,31.084204413472776,1,0,15.5,1.0,0.4,0.5,1,2,0,1.0
44,3,31.084204413472776,0,0,15.5,1.0,0.4,0.5,1,2,0,1.0
45,3,18.0,0,0,7.75,0.4,0.4,0.5,0,0,0,0.0
46,3,22.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
47,3,15.0,0,0,7.225,1.0,0.4,0.5,1,1,0,1.0
48,3,1.0,0,2,15.7417,1.0,0.4,0.5,1,1,1,1.0
49,3,20.0,1,1,15.7417,1.0,0.4,0.5,0,1,0,1.0
50,3,19.0,1,1,15.7417,1.0,0.4,0.5,1,1,0,1.0
51,3,33.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
52,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
53,3,31.084204413472776,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
54,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,1,2,0,1.0
55,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
56,3,12.0,1,0,11.2417,1.0,0.4,0.5,0,1,1,1.0
57,3,14.0,1,0,11.2417,1.0,0.4,0.5,1,1,1,1.0
58,3,29.0,0,0,7.925,0.4,0.4,0.5,1,0,0,1.0
59,3,28.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
60,3,18.0,0,0,7.775,0.9444444444444444,0.4,0.5,1,0,0,1.0
61,3,26.0,0,0,7.8542,1.0,0.4,0.5,1,0,0,1.0
62,3,21.0,0,0,7.8542,0.4,0.4,0.5,0,0,0,0.0
63,3,41.0,0,0,7.125,0.4,0.15789473684210525,0.5,0,0,0,0.0
64,3,39.0,0,0,7.925,1.0,0.4,0.5,0,0,0,1.0
65,3,21.0,0,0,7.8,0.4,0.4,0.5,0,0,0,0.0
66,3,28.5,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
67,3,22.0,0,0,7.75,1.0,0.4,0.5,1,0,0,1.0
68,3,61.0,0,0,6.2375,0.4,0.4,0.5,0,0,0,0.0
69,3,31.084204413472776,1,0,15.5,0.4,0.4,0.5,0,2,0,0.0
70,3,31.084204413472776,0,0,7.8292,0.4,0.4,0.5,0,2,0,0.0
71,3,31.084204413472776,1,0,15.5,0.4,0.4,0.5,1,2,0,1.0
72,3,31.084204413472776,0,0,7.7333,0.4,0.4,0.5,0,2,0,0.0
73,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,0,2,0,0.0
74,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,0,2,0,0.0
75,3,23.0,0,0,9.225,0.4,0.4,0.5,0,0,0,0.0
76,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,1,2,0,1.0
77,3,31.084204413472776,0,0,7.75,0.9444444444444444,0.4,0.5,1,2,0,1.0
78,3,31.084204413472776,0,0,7.8792,0.4,0.4,0.5,1,2,0,1.0
79,3,22.0,0,0,7.775,1.0,0.4,0.5,1,0,0,1.0
80,3,31.084204413472776,0,0,7.75,0.8571428571428571,0.4,0.5,0,2,0,1.0
81,3,31.084204413472776,0,0,7.8292,1.0,0.4,0.5,1,2,0,1.0
82,3,9.0,0,1,3.1708,1.0,0.4,0.5,0,0,1,1.0
83,3,28.0,0,0,22.525,0.4,0.4,0.5,0,0,0,0.0
84,3,42.0,0,1,8.4042,0.4,0.4,0.5,0,0,0,0.0
85,3,31.084204413472776,0,0,7.3125,0.4,0.4,0.5,0,0,0,0.0
86,3,31.0,0,0,7.8542,0.4,0.4,0.5,1,0,0,1.0
87,3,28.0,0,0,7.8542,0.4,0.4,0.5,0,0,0,0.0
88,3,32.0,0,0,7.775,0.6,0.4,0.5,0,0,0,1.0
89,3,20.0,0,0,9.225,0.4,0.625,0.5,0,0,0,1.0
90,3,23.0,0,0,8.6625,0.4,0.4,0.5,1,0,0,1.0
91,3,20.0,0,0,8.6625,0.4,0.4,0.5,1,0,0,1.0
92,3,20.0,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
93,3,16.0,0,0,9.2167,0.4,0.4,0.5,0,0,0,0.0
94,3,31.0,0,0,8.6833,0.4,0.4,0.5,1,0,0,1.0
95,3,31.084204413472776,0,0,7.6292,0.4,0.4,0.5,1,2,0,1.0
96,3,2.0,3,1,21.075,0.4,0.4,0.5,0,0,1,1.0
97,3,6.0,3,1,21.075,0.4,0.4,0.5,0,0,1,0.0
98,3,3.0,3,1,21.075,0.4,0.4,0.5,1,0,1,1.0
99,3,8.0,3,1,21.075,0.4,0.4,0.5,1,0,1,1.0
100,3,29.0,0,4,21.075,0.4,0.4,0.5,1,0,0,1.0
101,3,1.0,4,1,39.6875,0.4,0.4,0.5,0,0,1,1.0
102,3,7.0,4,1,39.6875,0.4,0.4,0.5,0,0,1,0.0
103,3,2.0,4,1,39.6875,0.4,0.4,0.5,0,0,1,1.0
104,3,16.0,4,1,39.6875,0.4,0.4,0.5,0,0,0,0.0
105,3,14.0,4,1,39.6875,0.4,0.4,0.5,0,0,1,0.0
106,3,41.0,0,5,39.6875,0.4,0.4,0.5,1,0,0,1.0
107,3,21.0,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
108,3,19.0,0,0,14.5,0.4,0.4,0.5,0,0,0,0.0
109,3,31.084204413472776,0,0,8.7125,0.4,0.4,0.5,0,1,0,0.0
110,3,32.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
111,3,0.75,1,1,13.775,0.4,0.4,0.5,0,0,1,1.0
112,3,3.0,1,1,13.775,0.4,0.4,0.5,1,0,1,1.0
113,3,26.0,0,2,13.775,0.4,0.4,0.5,1,0,0,1.0
114,3,31.084204413472776,0,0,7.0,0.4,0.4,0.5,0,0,0,0.0
115,3,31.084204413472776,0,0,7.775,0.4,0.4,0.5,0,0,0,0.0
116,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
117,3,21.0,0,0,7.925,0.4,0.4,0.5,0,0,0,0.0
118,3,25.0,0,0,7.925,0.4,0.4,0.5,0,0,0,0.0
119,3,22.0,0,0,7.25,0.4,0.4,0.5,0,0,0,0.0
120,3,25.0,1,0,7.775,1.0,0.4,0.5,0,0,0,1.0
121,3,31.084204413472776,1,1,22.3583,1.0,0.4,0.5,0,1,0,1.0
122,3,31.084204413472776,1,1,22.3583,0.9444444444444444,0.4,0.5,1,1,0,1.0
123,3,31.084204413472776,0,2,22.3583,0.9444444444444444,0.4,0.5,1,1,0,1.0
124,3,31.084204413472776,0,0,8.1375,0.4,0.4,0.5,1,2,0,1.0
125,3,24.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
126,3,28.0,0,0,7.8958,0.4,0.4,0.5,1,0,0,1.0
127,3,19.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
128,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
129,3,25.0,1,0,7.775,0.4,0.4,0.5,0,0,0,0.0
130,3,18.0,0,0,7.775,0.4,0.4,0.5,1,0,0,1.0
131,3,32.0,0,0,8.05,1.0,0.4,0.5,0,0,0,1.0
132,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
133,3,17.0,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
134,3,24.0,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
135,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
136,3,31.084204413472776,0,0,8.1125,0.4,0.4,0.5,1,0,0,1.0
137,3,31.084204413472776,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
138,3,31.084204413472776,0,0,7.25,0.4,0.4,0.5,0,0,0,0.0
139,3,38.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
140,3,21.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
141,3,10.0,4,1,29.125,0.4,0.4,0.5,0,2,1,0.0
142,3,4.0,4,1,29.125,0.4,0.4,0.5,0,2,1,0.0
143,3,7.0,4,1,29.125,0.4,0.4,0.5,0,2,1,0.0
144,3,2.0,4,1,29.125,0.4,0.4,0.5,0,2,1,0.0
145,3,8.0,4,1,29.125,0.4,0.4,0.5,0,2,1,0.0
146,3,39.0,0,5,29.125,0.4,0.4,0.5,1,2,0,0.0
147,3,22.0,0,0,39.6875,0.4,0.4,0.5,1,0,0,1.0
148,3,35.0,0,0,7.125,0.4,0.4,0.5,0,0,0,0.0
149,3,31.084204413472776,0,0,7.7208,1.0,0.4,0.5,1,2,0,1.0
150,3,31.084204413472776,0,0,14.5,0.4,0.4,0.5,0,0,0,0.0
151,3,31.084204413472776,0,0,14.5,0.4,0.4,0.5,1,0,0,1.0
152,3,50.0,1,0,14.5,0.4,0.4,0.5,0,0,0,0.0
153,3,47.0,1,0,14.5,0.4,0.4,0.5,1,0,0,1.0
154,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
155,3,31.084204413472776,0,0,7.775,0.4,0.4,0.5,0,0,0,0.0
156,3,2.0,1,1,20.2125,0.4,0.4,0.5,1,0,1,1.0
157,3,18.0,1,1,20.2125,0.4,0.4,0.5,0,0,0,0.0
158,3,41.0,0,2,20.2125,0.4,0.4,0.5,1,0,0,1.0
159,3,31.084204413472776,0,0,8.05,1.0,0.4,0.5,1,0,0,1.0
160,3,50.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
161,3,16.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
162,3,31.084204413472776,0,0,7.75,0.9655172413793104,0.4,0.5,0,2,0,1.0
163,3,31.084204413472776,0,0,24.15,0.4,0.4,0.5,0,2,0,0.0
164,3,31.084204413472776,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
165,3,25.0,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
166,3,31.084204413472776,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
167,3,31.084204413472776,0,0,7.7292,0.4,0.4,0.5,0,2,0,0.0
168,3,31.084204413472776,0,0,7.575,0.4,0.4,0.5,0,0,0,0.0
169,3,38.5,0,0,7.25,0.4,0.4,0.5,0,0,0,0.0
170,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,0,0,0,0.0
171,3,14.5,8,2,69.55,0.4,0.4,0.5,0,0,1,0.0
172,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,1,0,0,1.0
173,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,1,0,0,1.0
174,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,1,0,0,1.0
175,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,1,0,0,1.0
176,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,0,0,0,0.0
177,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,0,0,0,0.0
178,3,31.084204413472776,8,2,69.55,0.4,0.4,0.5,0,0,0,0.0
179,3,31.084204413472776,1,9,69.55,0.4,0.4,0.5,0,0,0,0.0
180,3,31.084204413472776,1,9,69.55,0.4,0.4,0.5,1,0,0,1.0
181,3,24.0,0,0,9.325,0.4,0.4,0.5,0,0,0,0.0
182,3,21.0,0,0,7.65,1.0,0.4,0.5,1,0,0,1.0
183,3,39.0,0,0,7.925,0.4,0.4,0.5,0,0,0,0.0
184,3,31.084204413472776,2,0,21.6792,0.4,0.4,0.5,0,1,0,0.0
185,3,31.084204413472776,2,0,21.6792,0.4,0.4,0.5,0,1,0,0.0
186,3,31.084204413472776,2,0,21.6792,0.4,0.4,0.5,0,1,0,0.0
187,3,1.0,1,1,16.7,1.0,0.4,0.5,1,0,1,1.0
188,3,24.0,0,2,16.7,1.0,0.4,0.5,1,0,0,1.0
189,3,4.0,1,1,16.7,1.0,0.4,0.5,1,0,1,1.0
190,3,25.0,0,0,9.5,1.0,0.4,0.5,0,0,0,1.0
191,3,20.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
192,3,24.5,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
193,3,31.084204413472776,0,0,7.725,0.4,0.4,0.5,0,2,0,0.0
194,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
195,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,0,2,0,0.0
196,3,29.0,0,0,9.5,1.0,0.4,0.5,0,0,0,1.0
197,3,31.084204413472776,0,0,15.1,0.4,0.4,0.5,0,0,0,0.0
198,3,31.084204413472776,0,0,7.7792,0.4,0.4,0.5,1,2,0,1.0
199,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
200,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
201,3,22.0,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
202,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
203,3,40.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
204,3,21.0,0,0,7.925,0.4,0.4,0.5,0,0,0,0.0
205,3,18.0,0,0,7.4958,1.0,0.4,0.5,1,0,0,1.0
206,3,4.0,3,2,27.9,0.4,0.4,0.5,0,0,1,0.0
207,3,10.0,3,2,27.9,0.4,0.4,0.5,0,0,1,0.0
208,3,9.0,3,2,27.9,0.4,0.4,0.5,1,0,1,1.0
209,3,2.0,3,2,27.9,0.4,0.4,0.5,1,0,1,1.0
210,3,40.0,1,4,27.9,0.4,0.4,0.5,0,0,0,0.0
211,3,45.0,1,4,27.9,0.4,0.4,0.5,1,0,0,0.0
212,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
213,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
214,3,31.084204413472776,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
215,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,0,2,0,0.0
216,3,31.084204413472776,0,0,7.7333,1.0,0.4,0.5,1,2,0,1.0
217,3,19.0,0,0,7.65,0.4,0.4,0.5,0,0,0,0.0
218,3,30.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
219,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
220,3,32.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
221,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
222,3,33.0,0,0,8.6625,0.4,0.4,0.5,0,1,0,0.0
223,3,23.0,0,0,7.55,1.0,0.4,0.5,1,0,0,1.0
224,3,21.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
225,3,60.5,0,0,31.084204413472776,0.4,0.4,0.5,0,0,0,0.0
226,3,19.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
227,3,22.0,0,0,9.8375,0.4,0.4,0.5,1,0,0,1.0
228,3,31.0,0,0,7.925,1.0,0.4,0.5,0,0,0,1.0
229,3,27.0,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
230,3,2.0,0,1,10.4625,0.4,0.4,0.5,1,0,1,1.0
231,3,29.0,1,1,10.4625,0.4,0.4,0.5,1,0,0,1.0
232,3,16.0,0,0,8.05,0.8571428571428571,0.4,0.5,0,0,0,1.0
233,3,44.0,0,0,7.925,1.0,0.4,0.5,0,0,0,1.0
234,3,25.0,0,0,7.05,0.4,0.4,0.5,0,0,0,0.0
235,3,74.0,0,0,7.775,0.4,0.4,0.5,0,0,0,0.0
236,3,14.0,0,0,9.225,1.0,0.4,0.5,0,0,1,1.0
237,3,24.0,0,0,7.7958,0.4,0.4,0.5,0,0,0,0.0
238,3,25.0,0,0,7.7958,1.0,0.4,0.5,0,0,0,1.0
239,3,34.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
240,3,0.4167,0,1,8.5167,1.0,0.4,0.5,0,1,1,1.0
241,3,31.084204413472776,1,0,6.4375,0.4,0.4,0.5,0,1,0,0.0
242,3,31.084204413472776,0,0,6.4375,0.4,0.4,0.5,0,1,0,0.0
243,3,31.084204413472776,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
244,3,16.0,1,1,8.5167,0.9655172413793104,0.4,0.5,1,1,0,1.0
245,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
246,3,31.084204413472776,1,0,16.1,0.4,0.4,0.5,0,0,0,0.0
247,3,31.084204413472776,1,0,16.1,1.0,0.4,0.5,1,0,0,1.0
248,3,32.0,0,0,7.925,0.4,0.4,0.5,0,0,0,0.0
249,3,31.084204413472776,0,0,7.75,0.4,0.4,0.5,0,2,0,0.0
250,3,31.084204413472776,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
251,3,30.5,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
252,3,44.0,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
253,3,31.084204413472776,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
254,3,25.0,0,0,0.0,1.0,0.4,0.5,0,0,0,1.0
255,3,31.084204413472776,0,0,7.2292,0.4,0.4,0.5,0,1,0,0.0
256,3,7.0,1,1,15.2458,1.0,0.4,0.5,0,1,1,1.0
257,3,9.0,1,1,15.2458,1.0,0.4,0.5,1,1,1,1.0
258,3,29.0,0,2,15.2458,1.0,0.4,0.5,1,1,0,1.0
259,3,36.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
260,3,18.0,0,0,9.8417,1.0,0.4,0.5,1,0,0,1.0
261,3,63.0,0,0,9.5875,1.0,0.4,0.5,1,0,0,1.0
262,3,31.084204413472776,1,1,14.5,0.4,0.4,0.5,0,0,0,0.0
263,3,11.5,1,1,14.5,0.4,0.4,0.5,0,0,1,0.0
264,3,40.5,0,2,14.5,0.4,0.4,0.5,0,0,0,0.0
265,3,10.0,0,2,24.15,0.4,0.4,0.5,1,0,1,1.0
266,3,36.0,1,1,24.15,0.4,0.4,0.5,0,0,0,0.0
267,3,30.0,1,1,24.15,0.4,0.4,0.5,1,0,0,1.0
268,3,31.084204413472776,0,0,9.5,0.4,0.4,0.5,0,0,0,0.0
269,3,33.0,0,0,9.5,0.4,0.4,0.5,0,0,0,0.0
270,3,28.0,0,0,9.5,0.4,0.4,0.5,0,0,0,0.0
271,3,28.0,0,0,9.5,0.4,0.4,0.5,0,0,0,0.0
272,3,47.0,0,0,9.0,0.4,0.4,0.5,0,0,0,0.0
273,3,18.0,2,0,18.0,0.4,0.4,0.5,1,0,0,1.0
274,3,31.0,3,0,18.0,0.4,0.4,0.5,0,0,0,0.0
275,3,16.0,2,0,18.0,0.4,0.4,0.5,0,0,0,0.0
276,3,31.0,1,0,18.0,0.4,0.4,0.5,1,0,0,1.0
277,3,22.0,0,0,7.225,1.0,0.4,0.5,0,1,0,1.0
278,3,20.0,0,0,7.8542,0.4,0.4,0.5,0,0,0,0.0
279,3,14.0,0,0,7.8542,0.4,0.4,0.5,1,0,1,1.0
280,3,22.0,0,0,7.8958,0.4,0.4,0.5,0,0,0,0.0
281,3,22.0,0,0,9.0,0.4,0.6521739130434783,0.5,0,0,0,1.0
282,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
283,3,31.084204413472776,0,0,7.55,0.4,0.4,0.5,0,0,0,0.0
284,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
285,3,32.5,0,0,9.5,0.4,0.4,0.5,0,0,0,0.0
286,3,38.0,0,0,7.2292,1.0,0.4,0.5,1,1,0,1.0
287,3,51.0,0,0,7.75,0.4,0.4,0.5,0,0,0,0.0
288,3,18.0,1,0,6.4958,0.4,0.4,0.5,0,0,0,0.0
289,3,21.0,1,0,6.4958,0.4,0.4,0.5,0,0,0,0.0
290,3,47.0,1,0,7.0,0.4,0.4,0.5,1,0,0,1.0
291,3,31.084204413472776,0,0,8.7125,0.4,0.4,0.5,0,0,0,0.0
292,3,31.084204413472776,0,0,7.55,0.4,0.4,0.5,0,0,0,0.0
293,3,31.084204413472776,0,0,8.05,0.4,0.4,0.5,0,0,0,0.0
294,3,28.5,0,0,16.1,0.4,0.4,0.5,0,0,0,0.0
295,3,21.0,0,0,7.25,0.4,0.4,0.5,0,0,0,0.0
296,3,27.0,0,0,8.6625,0.4,0.4,0.5,0,0,0,0.0
297,3,31.084204413472776,0,0,7.25,0.4,0.4,0.5,0,0,0,0.0
298,3,36.0,0,0,9.5,0.4,0.4,0.5,0,0,0,0.0
299,3,27.0,1,0,14.4542,1.0,0.4,0.5,0,1,0,1.0
300,3,15.0,1,0,14.4542,0.4,0.4,0.5,1,1,0,1.0
301,3,45.5,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
302,3,31.084204413472776,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
303,3,31.084204413472776,0,0,14.4583,0.4,0.4,0.5,0,1,0,0.0
304,3,14.5,1,0,14.4542,0.4,0.4,0.5,1,1,1,1.0
305,3,31.084204413472776,1,0,14.4542,0.4,0.4,0.5,1,1,0,1.0
306,3,26.5,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
307,3,27.0,0,0,7.225,0.4,0.4,0.5,0,1,0,0.0
308,3,29.0,0,0,7.875,0.4,0.4,0.5,0,0,0,0.0
